judul,alamat,deskripsi,kamar,bangunan,lahan,harga
Rumah 2 lantai minimalis dalam komplek exclusive di Mekarwangi Bandung,"Mekarwangi, Bandung","medi@propertyEXPERIENCED NETWORKﾠD I J U A LﾠﾠHARGAﾠ2,4 MILYARﾠLTﾠﾠ138ﾠ(6X23)LBﾠﾠ190ﾠ(6X15,8) X 2 LantaiSTATUS SHMﾠﾠﾠﾠﾠﾠﾠﾠﾠﾠﾠﾠﾠﾠﾠﾠﾠﾠﾠﾠﾠHADAP UTARAﾠFASILITAS: 3KT 3KM 1CRPT 2200W SUMMERSIBLERumah 2 lantai minimalis dalam komplek exclusive di Mekarwangi BandungAkses jalan lebar, dekat ke terminal Leuwipanjang, ada akses tol, dekat dengan central sepatu, area perkantoran dan kulinerSELLING POINTS :- Dekat ke Citylink- Dekat PT INTI dan Tegalega- Dekat Sentra Bisnis sepatu Cibaduyut- Dekat kepusat kota alun-alun Bandung- Dekat Ke terminal Leuwi Panjang- Dekat pintu Tol Moh Toha kopo dan Pasirkoja-DekatﾠFasilitas umum : Klinik, Rumah sakit, Supermaket, Minimarket, sekolah, Kendaraan umum- AreaﾠBisnis, Petokoan, Perdagangan,Kulineruntuk survei lokasi , buatlah appointment terlebih dahulu.Mohon maaf kami tidak bisa memberikan alamat lengkap tanpa didampingi agent kami.we always serve you the best..call ovie medi@property",3,190,138,2400000000
Rumah untung menghemat waktu di Pasteur akses 16 menit Kampus Unisba Tamansari,"Soekarno Hatta, Bandung","Untungnya memiliki rumah yang aksesnya strategis karena dapat menghemat waktu dan tenaga anda untuk beraktivitas keluar rumah lingkungannya pun aman dan nyaman membuat anda betah tinggal  Cluster terbaru di Kotamadya Bandung, Aulia Pasteur Harmoni. Konsep customized design.  Akses sangat strategis: - 3.8KM ke gerbang tol pasteur - Seberang SMKN 11 Kota Bandung - 1.2KM Gateway Pasteur - 1.6KM SMAN 13 Kota Bandung Andir - 4KM Borma CIjerah - 10 menit Bandara Husein Sastranegara - 4.8KM RS Hermina Pasteur - 4.4KM Kampus Maranatha - 16 menit Kampus ITB Ganesha Dago - 12 menit Istana Plaza Pasir Kaliki - 11 menit Samsat Pajajaran - 2.5KM Borma Dakota Pasteur - 11 menit RS Kebon Jati Andir - 13 menit RSHS Kota Bandung - 16 menit Braga City Walk - 16 menit Museum Asia Afrika - 14 menit PVJ Sukajadi  Fasilitas perumahan: - Musholla - Taman - Playground - CCTV - Security 24 jam   kontak kami sekarang Sahabat AJL  WA",2,65,65,965000000
"DIJUAL! !! Rumah di Mekar Wangi, Bandung","Mekarwangi, Bandung","DIJUAL RUMAHDi Mekar Murni, Komplek Mekar Wangi
Lt 180 meter (9x20m)Lb 150 meterKt 3+1Km 2+1Hadap Selatan
Bangunan taun 2000
Harga 2.3M *NEGO*
More info:Cing CingRay White Prioritas Mekar Wangi",3,150,180,2300000000
"Rumah Baru Di Jl. Kurdi, Bandung","Astana Anyar, Bandung","Rumah Baru di jln KurdiBandung Jabar(V)
Lt 70 m², Lb 55 m²Hadap Barat2 Kt, 1 KmCarport 1 mblAkses jalan 1 mobil
Hrg : 780 Jt (nego tipis)Memei Capital",2,55,70,780000000
"Rumah di Baleendah Tanah Besar dekat RSUD Al Ihsan, Bojongsoang, Tol Buahbatu","Baleendah, Bandung","DIJUAL RUMAH di Baleendah  Bandung Selatan. Hunian yang tenang jauh dari kebisingan kendaraan. Fasilitas kesehatan terdekat ada RSUD Al-Ihsan, serta untuk keperluan sehari-hari ada Supermarket Borma Bojongsoang dan Mall Transmart Bojongsoang. Hanya 15 menit saja ke Gerbang Tol Buahbatu.  - Sertifikat Hak Milik (SHM) - Luas tanah 154 m2 - Luas bangunan 70 m2 - Lantai Atas - 1 Kamar tidur - Kamar mandi (Shower/Closet duduk) - Balkon - Tempat cuci - Lantai Bawah - Kamar tidur 1 - Kamar mandi 1 - Listrik 900 watt - Air jet pump / Sanyo - Belakang ada kolam ikan sudah dibenteng  Keunggulan: - Dekat ke Taman Kota Baleendah - 20 Menit ke Cibaduyut - 15 Menit ke Gerbang Tol Buahbatu - 10 Menit ke RSUD Al-Ihsan - 10 Menit ke Borma Rencong - Dekat Alfamart, Indomaret, Alfamidi - One Gate System  Harga 660 juta nego __ INFO & SURVEY hubungi Admin Fast Respon Telp/WA  (Klik  di Bio) atau Kunjungi www.glandproperty.co.id __#citibank #bankmega #maybank #bankmandiri #bankpermata #bankbca #bankbni #bankbri #banksinarmas #indofood #pns #pertamina #pln #bankdbs #bankbtpn #bankdki #wingsfood #unilever #bankbukopin #sinarmasgroup #konglomerat #crazyrich #pengusahaproperty #pegawaibumn #kementrian #bankcimbniaga #bankhsbc #kebhanabank #bankbtn #glandproperty",2,70,154,660000000
Rumah nyaman siap huni di KBP,"Padalarang, Bandung","DIJUAL*henRumah siap huni di KBP(Kota Baru Parahyangan) Tatar WangsakertaLT 126m2LB 65m2Kamar tidur 2Kamar mandi 1Ruang tamuRuang keluargaTaman depanTaman belakangDapurListrik 2200Air PamCarport 1 mobilHarga 1,55M nego",2,65,126,1550000000
DIJUAL RUMAH LUXURY DI LOKASI PREMIUM (SAYAP RIAU),"Riau, Bandung","Rumah tinggal premium Lokasi di Sayap Riau Bandung Tengah Hadap utara Bentuk tanah Kotak Bangunan baru LT 400 m2 LB 900 m2 KT 6 KM 5 Listrik 33000 Jetpump Sertifikat Hak Milik (SHM)  Rumah Lux di Lokasi elite dan Favorite di sayap Citarum, sangat nyaman untuk tempat tinggal, lokasi berada di antara jln Diponogoro dan jalan Riau, Lingkungan tenang dan Aman, dekat ke Gedung Sate, Sangat strategis, Rumah 3 lantai dengan fasilitas komplit, Dapur Kotor + Dapur Bersih, Ruang Karaoke pribadi kedap suara, taman di depan dan dibalakang burung parkit, Rooftop di lt 3, Penataan Ruang yg Bagus dengan Kamar tidur yg luas, Keamanan 24 jam.  Rumah dijual sudah semi furnish, lantai full Marmer Harga Rp. 21.000.000.000  Untuk info lebih lanjut silahkan hubungi nomor yang tertera pada iklan,tks. -U808-",6,900,400,21000000000
RUMAH READY STOK SIAP HUNI DI ANTAPANI BANDUNG DEKAT PUSAT KOTA BANDUNG (SHM),"Antapani, Bandung","DIJUAL RUMAH Bangunan Luas di Antapani Tengah, Kota Bandung. Perumahan ini bisa diakses melalui Jalan Tol Purbaleunyi, keluar di dua alternatif pintu tol, yaitu Pintu Tol Cimahi/PasteurTol Buahbatu/Dayeuhkolot. Selain itu fasilitas umum dan sosial ada banyak dan mudah dijangkau dari perumahan. __________________ Luas tanah 92 m2 Luas bangunan 125 m2 Air PAM Artesis (dikelola sendiri)  2 Kamar Mandi (ada exhaust fan) 3 Kamar Tidur terdiri atas: 1 Kamar tidur di lantai 1 2 Kamar tidur di lantai 2 (Kamar utama ada kamar mandi di dalam) ________ Lantai 1: Ruang tamu Ruang keluarga Ruang makan Kamar bawah Kamar mandi Dapur (kompor tanam) Carport 2 mobil Taman depan Ruang belakang untuk cuci dan jemur ________ Lantai 2: Kamar Utama (kamar mandi di dalam) luas 25 m plus AC Kamar atas luas 14 m plus AC Ruang Serbaguna Gudang Balkon  One Gate System, Keamanan 24 jam, CCTV _____________ Selling Point: - 5 Menit ke Pusat Pendidikan - 5 Menit ke Pusat Kesehatan - 3 Menit ke Griya Antapani - 10 Menit ke Lucky Square Mall - 10 Menit ke Kiara Artha Park - 12 Menit ke Stasiun Kiara Condong - 15 Menit ke Trans Studio Mall  Harga 1,2 milyar nego __ INFO & SURVEY hubungi ESTY: call/wa atau Klik link di Profil http://www.urbanindo.com/sabenp",3,125,95,1200000000
Rumah di pasirlayung bagus siap huni dan terawat TURUN HARGA,"Pasirlayung, Bandung","Rumah sangat bagus terawat dan siap huni. dekat dengan fasilitas umum, dekat dengan pusat perbelanjaan, dekat dengan pusat kota, dekat dengan fasilitas ibadah. Harga bersaing, murah dan masi NEGO.",3,110,115,575000000
Rumah Mewah Exclusive View Strategis Hanya Di Setiabudi Clove Resort Bandung,"Lembang, Bandung","Crazy Rich Dago Resort  Everyone Claims To Be A Billionaire These Days. But Youre Not Really A Billionaire Until You Spend Your Billions  Kawasan Dengan Kelas Berbeda. You Just Call Dago And They Will Know Who You Are.  Penyatuan Alam Dan Lingkungan Serta Aksebilitas Membuat Hunian Ini Menjadi Pilihan Layak Buat Anda Yang Mendambakan Eksklusifitas Dalam Nuansa Yang Private Dan Mewah Namun Masih Tetap Bisa Tinggal Di Tengah Kota.  Kawasan Ini Memiliki Integrasi Aksebilitas Dari Segala Titik Arah, Dan Dilengkapi Dengan Natural View Pegunungan Serta City View  Crazy Rich Dago Adalah Asset Masa Depan Anda Yang Tak Ternilai, Only You Can Calculate.  Crazy Rich Setiabudi Clove #God In The Detail  - Keunggulan Lokasi Dekat Dengan Kampus Unpad, Itb | Lokasi Strategis Dengan City View Kota Bandung - Keunggulan Harga Harga Hot Deal Dengan Diskon Hingga 10% - Keunggulan Konsep Setiabudi Clove Tahap Ini Mengusung Konsep Crazy Rich Yang Mewah, Berkonsep Utopia Contemporary - Keunggulan Pengembangan Kawasan Kawasan Ini Adalah Kawasan Yang Sudah Berkembang Dan Menjadi Symbol Kemewahan Hunian Di Area Cigadung Green Land Dago    LB/LT: 200 /250 m2  Lebar Muka : 14,5 m  Hadap Utara  Lantai, 4 KT, 3KM  Listrik 3500 W  Granit niro/indogress : 60x60  Meja dapur kotor stainless 304  Meja dapur bersih marmer  All handel door dekson (lockset,handel,engsel)    Stainless 304  Lampu led, downlight,rel (kamar,taman,ruangan) philips 2700 sd 3000k  All daun pintu solid kamper/jati  All sanitary accesories stainles 304  Toilet toto   Shower stainless 304  Plapond dropceiling gypsum  Genteng keramik kanmuri  Kusen alvatech custom (bukan pabrikan) based on design  Wastafel river stone/teraso  all furnish didesign dan dibuat dengan buatan tangan (bukan barang pabrikan/retail) kecuali elektronik  Pintu2 atu railing expanded dan kaca2 ukuran 5mm sd 8mm  Plat beton, bondek  Bata merah  Toren 1000 liter  Kolam renang atau jacuzzy(request diluar harga)  Struktur baja (sisi2 yang butuh bkn utama)",4,200,250,5900000000
RUMAH DI MARGACINTA BUAHBATU DKT MARGAHAYU KODYA BANDUNG LUAS TANAHNYA,"Buahbatu (Margacinta), Bandung","Rumah baru 2 lantai di Logam Margacinta Ciwastra Buahbatu Kodya Bandung  Bangunan 2 lantai Lebar muka 10 meter ( termasuk kelebihan tanah disamping kiri rumah ) Luas tanah 200 m2 Luas bangunan 120 m2 4 kamar tidur ( 1 kmr mandi ddlm ) 3 kmr mandi Air jetpump  Listrik 1300 VA Ruang tamu + ruang keluarga Dapur + ruang makan Taman depan + belakang Balkon  SHM + IMB Harga 1,6 M Cash Nego  Keungulan Rumah : Dekat Tol buahbatu Dekat Borma Margacinta Dekat Sekolahan Ternama   Survey Rumah Hubungi Devi Febri",4,120,200,1600000000
"Dijual 4 unit Rumah Baru Minimalis di Setra Indah, Bandung Utara","Pasteur, Bandung","Dijual 4 unit Rumah Baru Minimalisﾠdi Setra Indah, Bandung UtaraﾠLuas Tanahﾠ: 196 m2Luas Bangunan : 150 m2kamar tidur 4 + 1ﾠkamar mandi 4 + 1Garasi 1 MobilCarport 2 MobilGranite tile 60x60Sanitair : TOTOHadap utaraSHMﾠHarga : 3 M ( nego )( indent 8 bln )",5,150,196,3000000000
Rumah mewah dan udaranya alami,"Parongpong, Bandung","Dijual rumah mewah dan asri dengan udara yg segar dan alamiBonus sebagian furnitureSPESIFIKASI:Luas Tanah: 360 m2Luas Bangunan: 400 m2Lebar muka : 13 mKamar Tidur: 9Kamar Mandi: 5Orientasi Menghadap: timurPasokan Listrik (watt): 2 kwh: 900,2200 wattSumber Air: Jet PumpCarport: 3 mobilGarasi: Legalitas: SHMJumlah lantai: 2 LTBebas Banjir ? : Bebas banjirLine Telephon: WifiJumlah AC: Lebar Akses Jalan: 5 mBangunan Tahun: 2016Kamar Tidur Pembantu: Kamar Mandi Pembantu: Gudang 1Mushola 1Dapur 1Ruang makan 1Ruang keluarga 1Ruang tamu 2SELLING POINT:- Dekat terminal parongpong- Dekat Universitan Advent- Dekat kecamatan - Dekat jalan Provinsi- Dekat Mesjid Agung- Dekat Vila Istana BungaUntuk Dijual dengan harga penawaran 2.8",9,400,360,2800000000
Rumah cluster Antapani terbaik di pusat kota,"Antapani, Bandung","Segera survey Rumah ini, karna Rumah inilah yang anda cari, Rumah dengan harga Terbaik & lokasi Strategis. kenaikan property yg tajam disetiap tahunya menjadikan lokasi ini banyak diminati.The best Breaking News For sale,Rumah cluster Antapani terbaik dekat pusat kota Kenaikan Property yg tajam disetiap tahunya menjadikan lokasi ini banyak diminati.LT. 135 LB.120KT. 5 KM.3SHM & IMBHARGA RP.1,5M/NegoSelling point :- Dekat dengan FASUM, FASKES, PENDIDIKAN & PERNIAGAAN (pusat perbelanjaan)- Akses JALAN lebar- Lokasi sangat STRATEGIS- Kemananan 24 JAM- Taman depan & BelakangJangan BELI RUMAH INI Sebelum Tau Keunggulannya !!Pembeli BEBAS Komisi, Penjual BEBAS Biaya promosi.Bila Anda Tertarik,Silahkan menghubungi SAYA untuk informasi lebih lengkap,Terima kasih.Segera ambil keputusan dan dapatkan penawaran TERBAIK jangan tunggu harga NAIK!PERCAYAKAN JUAL BELI ANDA KEPADA KAMIGRATIS Konsultasi properti. Membantu proses KPR Bank-The Fast SolutionAnda sedang mencari atau mau menjual properti berupa rumah, tanah, ruko, rukan, gedung, gudang, pabrik, kebun, kavling dll.Kami siap membantu Anda",5,120,135,1500000000
Rumah Kompleks Mekar Wangi,"Mekarwangi, Bandung",Jual mekarwangi lt197 lb300 kt4+1 km3+1 .hgb.jetpm.3300w.rp 3.2m nego.baru 100%,5,300,197,3200000000
Rumah Kawasan Elit Singgasana,"Mekarwangi, Bandung","Rumah Kawasan Elit Singgasana
Dijual Rumah Modern Dengan Spek :LT : 200 M2LB : 280 m2KT : 5+1KM : 3+1CARPORT : 1GARASI : 1
LISTRIK 4400AIR ARTESIS KOMPLEKSHM + IMB
Kenapa Anda Harus Memiliki Rumah ini ?1. Lokasi Strategis Kota2. Rumah Siap Huni Dan Ada Halam Luas Di Belakang3. Akses Masuk 2 Mobil4. Sangat Cocok Untuk Hunian5. Dekat ke Pusat Kota & Fasilitas Umum.
Harga Penawaran Saat Ini*Rp 3.6 M* Nego
INGIN MEMILIKI PROPERTY INI DENGAN HARGA TERBAIK ? HUBUNGI KAMI SEGERA !!!",5,280,200,3600000000
GA NGADA - NGADA HARGA NYA BISA TURUN NIH RUMAH DI SINGGASANA PRADANA BANDUNG,"Mekarwangi, Bandung","Dapat suasana kota cantik, area keren, dekat ke area pusat shopping centre, indomart,alfamart,juga fasilitas lainnya. Kondisi sangat baik, dijamin area aman, mudah ke berbagai tempat sarana hiburan/tempat main kalangan masyarakat berkelas #yl ana  THANK YOU BEYOND PROPERTY",5,210,210,2800000000
Promo Rumah Elit Murah Parongpong Setiabudi Bandung 600 Jutaan Strategis,"Arcamanik, Bandung","Miliki Segera Rumah mewah 2 Lt dengan Harga Terjangkau.Available hanya 1 unit lagi. Dengan memiliki rumah di ""Green Ville CHJ""Rasanya seperti anda menjadi ironman, rasakan dan buktikan dengan Survey lokasi nyaBosqueHanya 15 menit ke Kotamadya Bandung
SPESIFIKASI :- Luas tanah 66 M2- Luas bangunan 60 M2- Bangunan 2 lantai- Carport 2 mobil- 3 K.tidur- 2 K.Mandi- Halaman depan dan belakang- Ruang tamu- Dapur- Legalitas SHM dan IMB- siap bangun indent 6 bulan- Lingkungan Aman, nyaman bebas banjir dengan Fasos dan fasum lengkap- Akses jalan 2 mobil
Harga Cash PROMORp 600 Jt sudah Free SHM & IMBCocok sekali untuk pasangan Milenial serta bergaya dinamis,Ayo bosque Cukup booking 5 jt anda sudah bisa miliki rumah kece di green Ville CHJ
Respon cepat,. Hubungi kami :Nama : Admin QuickPro",3,60,66,600000000
dijual Rumah cantik di Turangga Turun Harga dekat ke studio mall SHM,"Regol, Bandung","Turun HargaHot property saleRumah cantik di TuranggaDekat ke trans studio mallBandungDekat ke Jogja griya, bikasoga, Soekarno HattaSpesifikasiLt 167, Lb 240 SHM4+1 KT, 3+1 KM, 1 GarasiTaman depan, semi furnishedKitchen set, Dapur bersihPlay yard (ruang bermain )Air jetpum, listrik 2200 WattMushollaHadap Utara, SHMHarga Rp. 3.3 MTurun menjadiHarga Rp. 2,95 M / NegoLokasi strategis 1 km ke trans studio mall1 km ke Jogja griya, buah batu2 km ke Batununggal10 menit ke tol buah batu10 menit ke Carrefour, 15 menit ke Tegal lega, MekarwangiInfo lengkap hub.GaniWa / tlpn",4,240,167,2950000000
"rumah di bandung tempo dulu, kota baru parahyangan",Bandung,"Lokasi sudah dilengkapi dengan sekolah, universitas maranatha, rumah sakit serta giant supermarket.kantor polisi, sport club.memiliki akses akses langsung ke jalan tol (gerbang tol padalarang).konsep perumahannya kuldesak (dengan satu gerbang dan di jaga oleh satpam 24 jam.fasilfasilitas terbaru juga sedang di bangun lapangan golf total 50 ha (18 hole), dan segera akan di bangun theme park (seluas 14 ha)",4,330,606,4500000000
"JARANG ADA !!! Rumah 400 jt-an di Area Margahayu Raya, Bandung","Margahayu, Bandung","Dijual !!! Rumah siap huni di daerah margahyu raya Lt 80 m2 Lb 60 m2 Kamar tidur 3 Kamar mandi 1 Carport 1 Halaman depan Dapur Ruang tamu Ruang keluarga Jemuran di atas Bangunan 1,5 lantai Harga : 475 jt nego  Untuk Survey lokasi, mohon konfirmasi sebelumnya. Kami melayani Jual/Beli/Sewa Property dan Konsultasi Property Bapak/ Ibu. Apabila bapak/ibu mau menjual propertynya, kami siap membantu semaksimal mungkin.",3,60,80,475000000
"Rumah di Graha Puspa, Bangunan terawatt, Taman depan & belakang.",Bandung,"Rumah di GRAHA PUSPA  SERSAN BAJURI. Dekat dengan kampus UPI, UNPAS dan NHI. Lingkungan asri dan sejuk. Dekat dengan borma setiabudhi dan griya setiabudhi. Juga dekat dengan tempat ibadah masjid dan gereja. Kotak 14x30. Hadap Selatan. Taman depan dan belakang. Umur bangunan 20 thn.  Mahfudin Agent property spesialis area bandung utara",3,200,280,1700000000
Dijual Rumah Siap Huni Di Setiabudi Regency Bandung,"Bandung Kidul, Bandung","Rumah Sejuk dan Nyaman Komplek Setiabudi Regencymemiliki spesifikasi sebagai berikut :
Luas Tanah 525Luas Bangunan 460Kamar Tidur 4Kamar Mandi 4Lantai 2Listrik 3500Menghadap BaratSHM
Fasilitas :Carport 1Garasi 2PAM
Harga 3,7 M negoHubungi kami untuk mendapatkan properti ini dengan harga terbaik",4,460,525,3700000000
"Rumah mewah sayap dago, dekat itb/unpad","Bandung Wetan, Bandung","Rumah mewah sayap dago dekat hotel jayakarta, kampus itb dan unpadKeamanan 24 jam",6,701,461,9410000000
Rumah 2 Lantai Bagus di Cipaku,"Paseh, Bandung","Rumah 2 Lantai Bagus di Cipaku
LT 510 MLB 432 M5 + 1 KT3 + 1 KM1 GudangGarasi 2 MobilCarport 3 MobilLM 15 M2 lantaiListrik 4400 watt dan 3300 wattAir arteis komplekMenghadap TimurKebun Depan BelakangSHM
Harga 5, 25 M",5,432,510,5250000000
Rumah Daerah Lembah Bajuri,"Sukasari, Bandung",- Rumah siap huni - Terawat dan bersih - Lingkungan aman dan nyaman - Lokasi strategis - Akses mudah - Bebas Banjir - Udara Sejuk dan asri - Nego sampai Deal,3,200,165,1800000000
"rumah 1,5lantai lokasi strategis dekat shumarecon di gedebage bandung",Bandung,"DI jual rumah siap huni di buana soetta soekarno hatta bandungterdiri dari:luas tanah 84bangunan 100kamar tidur 3kamar mandi 2posisi di depanjalan lebar bisalokasi komplek strategislokasi sedang mengalami perkembangan cepat karena berada di kawasan shumarecon,dekat dengan gerbang toll gedebage,SOR GBLA, dan terminal .# menerima titipan penjualan propertyAnda mau jual tanah rumah ruko apartment,hotel gudang atau pabrik d bandung dengan aman dan nyaman??bisa hubungi saya di /BBM 57554615Saya siap membantu anda semaximal mungkin",3,84,84,800000000
Dijual Rumah Baru di Mekar Wangi Lb 120,"Mekarwangi, Bandung",Spesifikasi :  Lt 90 Lb 120 KT 3+1 KM 3+1 HGB Submersibel 2200 watt 1.85 M nego,4,120,90,1850000000
Rumah di Pondok Indah Baturaden,"Buahbatu (Margacinta), Bandung","AD
Dijual Rumah
Pondok Indah Baturaden
Ciwastra – Bandung Timur
Halaman depan sangat luas. bangunan agus siap pakai. lokasi diperumahan baturaden dekat sekolan SMPN 48 dan SMAN 25 bandung.
Saat ini masih dalam tahap finishing pembangunan.
Luas tanah 162 m2 (dimensi 9 x 18 meter)
Luas bangunan 100 m2
4 kamar tidur
3 kamar mandi
harga 1.375 milyar
—",4,100,160,1375000000
"Rumah bergaya amerika hanya ada di SOREANG area panyirapan , BANDUNG SELATAN","Soreang, Bandung","Rumah bergaya amerika hanya ada di SOREANG area panyirapan , BANDUNG SELATAN 10menit ke pemkab Lokasi : Panyirapan - Soreang  , Bandung Detail : Luas Bangunan : 30m², Luas Tanah :60m²,  Listrik:1300 watt, KT 2, KM 1, sisa lahan dan dapur Fasilitas Playground, one gate dengan sistem keamanan 24jam Harga : 372jt  dan untuk cash keras ada discount lagi Untuk KPR DP 20jt sudah all in sampai serah terima kunci cicilan 1.7jt tenor 25thn cicilan 1.9jt tenor 20thn Keunggulan : akses 15 Menit exit tol soroja, akses 10 Menit pemkab Soreang,  Dekat Rumah Sakit,  Info Lebih Lanjut Hub Marketing Resmi : felo di  ... Untuk promo lainnya bisa dilihat di : Klik Link IG : https://www.instagram.com/rumahfelo/ Fb : https://web.facebook.com/RumahFelo/  #podomoro #awanibandung #podomoroparkbdg #summareconbandung #rumahcicaheum #rumahcimahi #rumahpadasuka #podomorobandung #perumahanbandung #perumahanpasirimpun #perumahanpadalarang #perumahanciwastra #perumahanbuahbatu #perumahankatapang #kotabaruparahyangan #summarecon #jualbeli #rumahsoreang #soreang #rumahkopo #rumahketapang #jualbelirumah #rumahcilengkrang #ketapang#kopoketapang #kotabaliresidence #awani #kbp #rumahsariwangi #setraduta",2,30,60,371990000
Hunian sehat dan asri dekat tol Pasteur dan Cimahi di Sariwangi bandung,"Pasteur, Bandung","STOCK TERKAHIR Rumah di Bandung Utara dekat SETRADUTA HARGA di Bawah Pasaran DP 5% all in Rumah Paling di Cari Tipe Compact 2Lantai 3Kamar Tidur di SARIWANGI dekat Cihampelas Walk dan PVJ Tipe 50 Compact Luas Tanah 60 - 2 Lantai - 3 Kamar Tidur - 2 Kamar Mandi - 1 Ruang Keluarga - 1 Dapur - 1 Carport + Motorport - Taman, Ada Sisa Lahan Cash 687 JUTA ALL IN Dp 50 Juta Cicilan 3,3 Juta-an PROMO BANK BNI Lokasi Strategis: - 20 menit Exit TOL Pasteur - 5 menit dari Perumahan Setra duta - Dekat kawasan Pendidikan (Maranatha, Polban, NHI, UPI) - 30 menit ke bandara Husein Sastranegara, PVJ, IP, Cihampelas Walk - Dekat kawasan wisata Lembang (Kampung gajah, Floating market, Farm House, Dusun Bambu, De Ranch, dll) Info Lebih Lanjut Hub Marketing Resmi: hub",3,50,60,646900000
JUAL RUMAH MARTA NEGARA,"Lengkong, Bandung","Terusan Martanegara Turangga,   JUAL RUMAH SIAP HUNI  LUAS TANAH : 140 m,  L BANGUNAN : 255 m,   BANGUNAN : 2 lt,   LEGALITAS : SHM  KMR TIDUR : 5  KMR MANDI : 4   listrik : 2200 watt,  air        : jetpum,   Full furnish,   harga : 2,75 M nego   KODE  05      LISTING 24.04.21",5,255,140,2750000000
2 LANTAI RUMAH MEWAH HARGA TERJANGKAU DI CIREBON,"Lengkong, Bandung","Harga Mulai 900juta  Miliki Segera Rumah 2 Lantai Di Perumahan Kedawung Regency 3 Cirebon,   Lokasi Strategis Dan Dekat Dengan Pusat Kota Cirebon.  - 10 Unit Terakhir Tipe 82 (2Lantai)  - Bisa Request Denah Ruangan  - Uang Muka Ringan Dan Bisa Diangsur  - Untuk KPR, Bebas Pilih Bank    PUNYA DUIT TAPI MASIH NUMPANG MERTUA? HUBUNGI SAYA   Kami bisa membantu anda mewujudkan impian anda  dengan berbagai kemudahan  - DP RINGAN - DP Bisa Di angsur - Desain bisa request - Proses bank FULL di bantu - Kepastian investasi Yield Margin, pasti laku di sewakan Nego?  What?? Nego?  KAMI SIAP NEGO  PROGRAM SIT AND DEAL  NEGO SAMPAI JADI  Tunggu apa lagi? masih mikir???  - Lingga Jayaland | Your Best Consultant property",3,82,123,954000000
"Rumah di Cangkuang Soreang Tanah Luas Full Furnished dkt Pemkab, Tol Soroja","Cangkuang, Bandung",Dijual rumah pribadi dgn tanah yg luas di Soreang Cangkuang  SHM Luas tanah: 511 M² Luas bangunan: 380 M² Kamar tidur: 5 Kamar mandi: 2 + 1 kamar mandi dalam Kamar pembantu/gudang: 1 Carport muat 4 mobil Hadap: Barat Listrik 2.200watt Akses lebar jln dpn rumah ± 2 meter Half furnished  Harga : 850jt __ Hubungi Penjual,5,380,511,850000000
